,title,content
,How many Virtual Card can be generated through single account?,"A particular Virtual Card variant can be issued only two times in ONE* year.
*ONE Year Limit = 12 months from the date of 1st virtual debit card generation of a particular variant."
,What is Usage Validity?,"Usage validity is set by the Cardholder during generation of Virtual Card. The usage validity can be within the default expiry of 5 years. The minimum card usage validity will be 6 months from the month of virtual debit card issuance.

Please note, once the virtual card is generated the card usage validity cannot be reduced from the initially set card usage validity.

Ex: Virtual card Generation Month/Year: 05/22
Initial card usage validity Month/Year – 11/22
Card Expiry Month/Year: 04/27

Now from the above example it is clear that the card usage validity can only be extended to any month post 11/22 within the card expiry i.e. 04/27."
,What are the different modes for Virtual Card Issuance?,The option of generation of Virtual Card is available through Mobile Banking – bob World.
,How to enable Virtual Card for online transactions?,"The virtual card shall be enabled for online transactions on the selection of “confirmation to allow” to enable for domestic online transactions during virtual debit card issuance. However, upon conversion to physical debit card, the Debit Card will be enabled only for ATM & POS Contact transactions in India. However, if customer wants to enable the converted physical debit card for online/contactless/international transactions the same can be enabled through BOB ATM, IVR, bob world (Mobile Banking) & Internet Banking. (bob World Internet)."
,How to use a Virtual Debit Card for online transactions?,"Customer to follow below steps to do online transactions:

Visit merchant website or app from which goods or services to be purchased.
Select debit card as a payment mode.
Enter Card Details:
Full card number
Cardholder Name
Expiry date (Customer to enter default expiry date of virtual card and not the card usage validity)
CVV
Click proceed.
Enter OTP which is sent to the customer registered mobile number.
Click Submit.
Transaction is successful."
,What is procedure to block a Virtual Card?,"The blocking of Virtual Debit Card can be done via–

bob World App (Mobile Banking Application)
bob World Internet (Internet Banking)
WhatsApp Banking
By Visiting Base Branch (available during branch operations time)

 In addition to the blocking of card the customer can also set limit (from 0 to maximum limit of Debit Card variant) for E-Com transaction through the Debit Card Limit setting option available in IVR, bob World App (Mobile Banking Application) & bob World Internet (Internet Banking)."
,How De-hot listing/De-blocking of Virtual Debit Card can be done?,Customer can  de-hot listed / de-blocked  virtual debit card by visiting his/her branch
,Whether Green PIN can be generated for Virtual Card?,"No, Green PIN cannot be generated for virtual card, however post conversion & activation to physical card green PIN can be generated through available channels i.e. BOB ATM or bob World App or bob World Internet or IVR."
,"Whether the Virtual Card can be used for registration of other ADC channels such as Internet Banking or set/reset PIN for UPI, Internet Banking (bob World Internet) etc.?","Please find the below details of facility which can be availed using virtual card:

Set/reset UPI PIN

 Further, post conversion to physical the same can be used for other services such as:

Self-registration for Internet Banking (bob World Internet).
Set reset password for Internet banking (bob World Internet) using debit card."
,Whether Virtual Debit Cards will be renewed automatically?,"No, the Virtual Debit Card will not be renewed. The card will be closed upon expiry of the Usage Validity or Default Expiry Period whichever is earlier."
,"Can the customer enable / disable his virtual debit cards for operations in various channels viz., online transactions?","Yes. The Customer can enable / disable the card transactions for various channels viz., online transactions through IVR, bob world App (Mobile Banking) & bob World Internet (Internet Banking)."
,Can the customer set their daily transaction limits for eCom transactions?,"Yes. The Customer can set their daily transaction limit for eCom transactions within the overall daily limit of the card through IVR, bob world App (Mobile Banking) & bob World Internet (Internet Banking)."
,Whether Card Enhancing Security features will be available for converted Physical Debit Cards?,"Yes. Once, the Virtual card is converted to Physical Debit Card, all the services that are available for physical debit card will be available for converted to Physical Debit Card."
,What will be the limit of ATM/POS transactions upon conversion of virtual to physical debit card?,"Once, the Virtual card is converted to Physical Debit Card, all the services that are available for physical debit card will be available for converted to Physical Debit Card. Details given below:




Sr. No.


Variant Name


BIN


ATM Daily Limit


Ecom Daily Limit


Domestic


International


Contactless




1


Visa Classic


402985


25,000


50,000


Yes


Yes


Yes




2


Visa Platinum


431393


50,000


2,00,000


Yes


Yes


Yes




3


RuPay Platinum


652211


50,000


1,00,000


Yes


Yes


Yes




 
NOTE: The above mentioned variants will be enabled by default for ATM & POS transactions in India only. However, if required, customer has the facility for enabling/disabling the online/ / contactless / international transactions using BOB ATM or IVR or bob world App (Mobile Banking) or bob World Internet (Internet Banking)."
,Whether customer can directly initiate an online transaction upon conversion of virtual to physical debit card?,"No, once the conversion of physical card request is entered and card is received at customer’s end,  below steps to be followed for doing online transactions:

""Activate debit card"" under virtual debit card section.
Initiate a Green PIN transaction through any one of the alternate delivery channels i.e. BOB ATM or bob world App (Mobile Banking) bob World Internet (Internet Banking) or IVR.
Enable card for online transactions through any one of the alternate delivery channels i.e. BOB ATM or bob world App (Mobile Banking) bob World Internet (Internet Banking) or IVR.
Now, card is activated for online transactions."
,What is bob World Yoddha Debit Card?,"The bob world ""Yoddha"" Debit card is a exclusively Debit Card which is offered to account holders of SB-186 scheme. The Card offers multible benefits as below:


 Issuance fee & Annual fee – NIL
        
 Unlimited Free ATM usage at all Bank’s ATMs
        
 Max. Cash withdrawal limit of Rs. 1,50,000/- per day.
        
 Max. per day limit at POS/Ecom is Rs.5,00,000/-
        
 Contactless transactions up to Rs. 5,000 can be done without PIN at POS.
        
 Personal Accident Death and Permanent Total Disability cover of Rs. 10 Lacs.
        
 Complimentary domestic and international lounge access- Two Free Domestic Lounge access in a quarter and Two Free Access per year for International Lounges.
        
 Complimentary One Spa session free at O2/Aromathai/Four Fountain/Kairali Ayuvedic.
        
 Complimentary membership in Gold's Gym/Talwalkar Gym.
        
 Discounted access to Golf session- One complimentary Golf game or lesson every year in premium golf course across top cities in India.
        
 Complementary/Discounted health check-up facility - SRL Diagnostic."
,Who is eligible for bob World Yoddha Debit Card?,"Personnel currently serving in Military Establishments (Indian Army, Indian Navy, Indian Coast Guard and Indian Air Force), Central Armed Police Forces Organizations, State and Central Police Forces or any Defence Institution and are maintaining Salary account or are Defence Pensioners maintaining Pension account under SB-186 Scheme code are eligible for bob World Yoddha Debit card. Agniveers are excluded under eligibility criteria."
,bob World Yoddha Debit Card can be used for transactions outside India?,"Yes, bob World Yoddha Debit Card can be used for transactions outside India it is an International Rupay variant of Debit Card"
,Is there any fees for using bob World Yoddha Debit Card for retail or online transactions?,No fees for using bob World Yoddha Debit Card for retail or online transactions.
,What are the charges associated with bob World Yoddha Debit Card?,"Issuance fee & Annual fee – NIL 
        Unlimited Free ATM usage at all Bank’s ATMs 
        For other service charges related queries, please refer to Debit Card section on our Bank’s website URL: https://www.bankofbaroda.in/interest-rate-and-service-charges/service-charges"
,What should I do if my bob World Yoddha Debit Card is lost/ stolen or damaged?,"In case card is lost and stolen kindly inform the Bank and get your card blocked. Furher, bob World Yoddha Debit Card can be reissued if lost / stolen / damaged."
,What is a Prepaid Card?,"A prepaid card is an instrument used to pay for purchases made on merchant websites or offline stores. It is a digital banking product that facilitates the gap of physical cash. As the name suggests, a prepaid card is a pre-loaded card to ensure convenience in simple banking."
,How to apply for a Prepaid Card?,You can apply for Bank of Baroda prepaid cards through bob World or the nearest branch.
,What types of fees do prepaid cards typically charge?,"Charges on prepaid cards are:

Issuance charges
Revalidation charges (yearly or as per the details mentioned while issuing the prepaid card)
Replacement charges in case of theft or damage."
,How do prepaid cards work?,"Prepaid cards are a pre-loaded instrument, which is used to pay at POS (point of sale) and websites (e-commerce)."
,What are examples of prepaid cards?,"At Bank of Baroda, we have 2 examples of prepaid cards.

Baroda Reloadable Card Physical Variant
Gift Card (Physical variant)"
,How do you put money on a prepaid card?,You can add or reload money according to your convenience with the help of customer self-service portal. The team is available 24x7.
,How do I get money off a prepaid card?,"In such scenarios, the outstanding balance (except for Gift Card) is transferred back to the bank account after the card has been surrendered to the bank."
,How much can you withdraw from a prepaid card?,"You cannot withdraw cash using a prepaid card. To be precise, Gift Card (both physical and virtual variant). 

If you have a reloadable card, you are allowed to withdraw Rs. 100,000/- per day basis the availability of balance in the prepaid card."
,Can you deposit a prepaid card into a bank account?,No. You cannot deposit a prepaid card.
,Do you need a bank account for a prepaid card?,"No. To apply for a prepaid card, you need to complete your KYC as stated by the bank and the said prepaid card will be issued to you after verification."
,Do prepaid cards require a Social Security number?,No. Prepaid cards do not require a social security number (SSN).
,What are the eligibility criteria for Issuance of Debit Card?,"The debit card can be issued to individual accounts holders/self-operated savings, current and overdraft accounts. For joint accounts, with operating instructions as ‘either or survivor’ and ‘anyone or survivor’ the card can be issued to anyone or all the joint account holders.
Baroda Visa Vyapaar Debit Card can also be issued to Private Limited Companies, Public Limited Companies and Partnership Firms below mentioned mode of operations:

Self
Sole Proprietor
Any One Partner
Any One Director
Chairman
Managing Director
Authorised Signatory"
,What are the different types of debit cards issued by Bank of Baroda,"The Bank is issuing different types of debit cards in coordination with Visa, MasterCard and RuPay. To know the details of different card variants being issued by the Bank, please refer to Digital Products >> Cards section on our Bank’s website  https://www.bankofbaroda.in/personal-banking/digital-products/cards"
,Is there any fee for the issuance of debit card?,"The fees are subject to change from time to time at the sole discretion of Bank/RBI etc. For charges, please refer to Debit Card section on our bank’s website. For charges, please  Click here"
,Can a fresh Debit card issued in lieu of a lost/damaged card and what is the amount to be charged?,"Yes, Rs. 200 + tax is charged for replacement of damaged card/lost card."
,How many accounts maximum can be linked to my Debit card and what is the procedure?,A maximum of 9 accounts held in the same name and same capacity can be linked to a debit card. Please submit a request for linking multiple accounts on your debit card to your base branch.
,My debit card doesn’t work on ATMs.,"Debit card does not work on ATMs due to some of the following reasons

The debit card may be blocked.
The debit card may not have swiped the card properly.
The Debit card might have got damaged/deteriorated due to which it is not accepted by the ATM where the card reader may be weak. In such case you may try at another ATM and if still does not work, request for a new card to your branch. You may also apply for debit card through bob World (Mobile Banking) / Baroda Connect (Internet Banking) /Contact Centre.
Account may be inoperative or frozen at the branch level due to some reason. Please contact your branch to know the account status.
Customer may be using the wrong PIN.
Connectivity from the ATM has failed. In such case, please try after some time or use another ATM."
,How many transactions for current account holders at other bank’s ATM machine are free?,No transactions are free.
,How many attempts of using wrong ATM PIN will lead to blocking of a debit card,"Soft blocking:After 3 attempts of wrong PIN in a Day (within 24 hrs.), debit card will be blocked for the next 24 hrs.
Hard Blocking:After 12 attempts of wrong PIN in a MONTH, debit card will be blocked permanently."
,Which of the following modes can be used for hot listing of Debit Card by the customer?,"Contact centre/IVR (toll free numbers 1800 5700).
bob World (Mobile Banking).
WhatsApp banking.
bob World Internet (Net banking)
Nearest Bank of Baroda branch."
,Channel wise details for hot listing of Debit Card by the customer through corresponding channels?,"Contact centre/toll free numbers 1800 258 44 55 or 1800 102 44 55.
Steps to be followed:

Press 2 to Continue.
Press 1 Lost Card Option.
Press 1 to Continue for Blocking the Debit Card.
Press 1 to Block the Debit Card.
Enter 14-digit Account number.
Enter last 4-digit of the Debit card.
Press 1 to confirm the Blocking of Debit Card.

SMS of blocked Debit card will be sent at your registered mobile number.



Mobile banking (bob World).

Login to Baroda bob World.
Click on “Cards” given on the bottom of the home page.
Select “Debit Card Hot listing”.
All the Debit Cards (debit card in OPEN status) linked with customer ID will be displayed with BLOCK CARDbutton provided below each card.
Click Block Card for the debit card to be blocked.
Enter transaction PIN and click Okay.
Card will be blocked instantly, and the customer will get success confirmation POP up on the screen and Text message on the customers registered mobile number.
To unblock the debit card customer will have to request at his branch.




WhatsApp banking.

Say “Hi” to Bank of Baroda’s WhatsApp Banking Number 8433 888 777.
Select Block Debit Card option.
Now, select card number for blocking.
Click confirm to block card.
Card blocked successfully.
SMS triggered to customer registered mobile number.




Net banking (bob World Internet)

Login to bob World Internet.
Click on “Services” tab.
Select “Service Requests”.
Select “New Requests”.
Click on “Operative Accounts”.
Select “Block Debit Card”.
Select the debit card to be blocked and click continue.
Select reason of Blocking, enter remarks and transaction password.
Click “Submit”.
Card will be blocked instantly, and the customer will get confirmation on the screen.
To unblock the debit card customer will have to request at his branch.




Nearest Bank of Baroda branch.

Request for blocking of debit card can be submitted by visiting any nearest Bank of Baroda Branch."
,"What are the debit card variants, wherein international usage is allowed?","VISA Platinum DI.
VISA Classic Intl Contactless
Baroda VISA Vyapaar.
MasterCard Platinum DI.
Master Card World (Baroda Radiance).
RuPay Platinum DI.
RuPay BPCL (Platinum).
RuPay Select DI.
RuPay Classic Intl Contactless."
,My debit card doesn’t work for online or international transactions.,"As per recent guidelines, at the time of issue/re-issue/renewal, all the debit cards will be enabled for use only at contact-based points of usage (viz. ATMs and Point of Sale (PoS) devices) within India. Existing cards which have never been used for online/International/contactless transactions shall be mandatorily disabled for this purpose. To enable channel use BOB ATM/ bob World (Mobile Banking)/ Baroda Connect (Internet Banking)/IVR.
Kindly use your card for the first transaction on BOB ATM or Green PIN generation through BOB ATM/ bob World (Mobile Banking)/Baroda Connect (Internet Banking)/IVR and then try of online transactions."
,Types of Debit Card eligible for Accidental Death and Total Disability Insurance.,"The Accidental Death and Total Disability cover is provided by NPCI. Below are the variants that are eligible for the same:

RuPay PMJDY
RuPay Premium Cards (Platinum and Select)

Sum Insured for Insurance - RuPay PMJDY
The Sum insured is Rs.1 lacs for RuPay cardholders of Old * PMJDY Cards and Rs.2 lac for RuPay Cardholders of New ** PMJDY Cards

PMJDY OLD *-RuPay Card issued on PMJDY A/c opened till 28th 2018
PMJDY NEW**- RuPay Card issued on PMJDY A/c opened after 28th August

Sum Insured for Insurance - RuPay Platinum -  2 lacs
Sum Insured for Insurance - RuPay Platinum -  10 lacs
For more details on RuPay Insurance Program, please contact your nearest Bank of Baroda branch."
,What is the price of the bob World Wave? What are the different variants of bob World Wave?,"The MRP of bob World Wave Health Watch under bob World Wave is INR 6,499/-
Current market price is INR 3,499/- . However the price may change depending upon the market trends.
Currently the variant available is bob World Wave Health Watch. However the bank is planning to come up with other wearable form factors as well like key chain and rings."
,Where to purchase them from? How to order them?,"In the initial phase,  bank is planning for issuance through  branch. In the upcoming phases, the same would be available through various digital channels. 
Initially, customer can order it by approaching any nearby branch."
,What is the minimum and maximum purchase limit per day?,"For contactless transactions over any POS terminal enabled for contactless payments, the maximum limit without PIN is INR 5,000/- per transaction with a maximum of 5 transactions per day
However the customer can do transaction up to a maximum limit of INR 1,00,000/- per day with PIN authentication. 
Customer can also perform e-commerce transactions up to INR 1,00,000 per day by with the help of reference card provided along with the device through CVV and OTP authentication."
,What Is bob World Wave ?,"bob World Wave  is an all-in-one smart fitness device to measure your vital body parameters. It has an inbuilt SpO2, Body Temperature, and Heart Rate & Blood Pressure Monitor. It is also enabled for making contactless payments, a faster way to pay for purchases at all participating stores. Instead of swiping your card at the billing counter, simply tap your watch band on the contactless terminal & pay without entering PIN for transaction up to INR 5000 and with PIN for transactions above INR 5000."
,What Are The Various Parts Of bob World Wave ?,"There are three major components of bob World Wave constituting of: 


bob World Wave Tracker (To measure SpO2, Body Temperature, Heart Rate, Blood Pressure, Steps, Time and more)
	Strap (To hold the watch and NFC Chip)
	Contactless Chip / Secure Element / NFC (to make contactless payment)"
,How can I enable or activate bob World Wave for contactless payments ?,"Follow below path to enable or activate bob World Wave for contactless payments :
bob World:
Login to bob World Mobile App. 
Go to Cards  > Manage Debit Card  > Manage Channel > Enable/Disable contactless payments toggle button  > enter Transaction PIN
bob World Internet: 
Login to bob World Internet  
Go to Internet Banking Login> Services >Card Services > Set Daily Debit Card ATM & POS/ ECOM Limits  > Select Customer ID and Card Number > select Contact Less Mode (Yes) >Continue  > Enter transaction password > Submit."
,How Does Payment Via bob World Wave  Work?,"The bob World Wave  contains a payment enabled chip & an antenna (based on radio frequency). When you tap the band against a contactless-enabled terminal, the details get transferred wirelessly from the band to the terminal & the payments get processed in a secure manner."
,Is bob World Wave  Safe & Secure?,"Yes, contactless technology uses secure encryption (same as CHIP & PIN) so you can use it without a worry. With the maximum contactless transaction amount without PIN value capped at INR 5000, there is limited possibility of any loss. Just ensure you report the loss to Bank of Baroda immediately."
,How Do I Usebob World Wave For Contactless Payments?,Just tap the band on the machine or keep it close to the terminal. You will hear a beep/see a light & get the receipt for the contactless payment you made.
,"What if the amount is more than INR 5,000/-? Will I be able to use my bob World Wave for contactless payments?","Yes, you will be able to use your bob World Wave Plus for contactless payments above INR 5,000/- with PIN. To SET PIN login to bob World mobile App or bob World Internet Banking and follow the below path: 
bob World 
Cards > Set Debit Card PIN > enter OTP > enter new PIN > confirm new PIN > Proceed > enter Transaction PIN. 
bob World Internet  
Services > Card Services > Set/Reset Debit Card PIN > Select Card Number, Date of Birth and expiry Date  > Enter OTP  >  enter new PIN  >  Retype new PIN > Submit."
,What If I Want To Buy Something Online?,Contactless features work only at a shop/merchant location where there is an NFC-enabled POS machine. It wouldn’t work for an online transaction.
,What are the key payment features?,"Contactless transactions up to INR 5,000/- per transaction without PIN. ( Tap and Pay) 
	5 contactless transactions per day 
	Transaction limit on POS up to INR 1,00,000/- per day with PIN authentication 
	Transaction limit on e-Commerce up to INR 1,00,000/- per day with CVV and OTP authentication 
	 e-Commerce transactions supported with the help of reference card provided along with device."
,Is This INR 5000 Limit For Transaction Without Pin Worldwide Or Only In India?,"The INR 5000 limit per transaction (without PIN) is only in India. Each country that has contactless bands has different rules & it also depends on the terminal that would be used at that time, in that country."
,Is there a daily limit on the amount of purchase I can make Using bob World Wave?,"The overall daily purchase limit is INR 1,00,000/-."
,Can I Swipe Or Dip bob World Wave On Pos Machine?,"No, bob World Wave can only be used for contactless payments. Just tap your device on the terminal for quick contactless payments."
,Can I Disable Contactless Option?,"Yes, follow below path to disable limits for Smart Vital Plus as per your needs:	
BOB World: 
Go to Wearables > Manage Wearable > Manage Channel > Disable contactless   payments toggle button > enter mPIN
bob World Internet: 
Go to Internet Banking Login> Services > Wearable Services > Set Daily Wearable POS/ Ecom Limits >De select Contact Less Mode > Continue > Enter transaction password > Submit"
,Will I Get A Receipt For All My Contactless Transactions?,"Please let the shopkeeper know that you need a receipt. However, the receipt is not directly available in some circumstances, like while paying for travel or at a vending machine. All contactless purchases are recorded on your bank statement and you will get to see them on your Bank of Baroda internet banking account & Bank of Baroda Mobile app as well."
,How Far From The Contactless Machine Should I Hold The Band?,Contactless bands & machines do not work beyond a distance of 4 cms. It is preferable to tap your band on the POS terminal to make a transaction.
,What If The Contactless Functionality Does Not Work?,It needs to be activated before the contactless functionality will work. You will have to follow the activation procedure for it to start functioning. There may be a slim chance that the contactless functionality does not work after that.
,What If I Lose bob World Wave Contactless Band? How Do I Report It To Bank Of Baroda & Block My Band?,You can block your band & ask for a replacement by calling the Bank of Baroda Customer Support on 1800 5700 or through your BOB World mobile app. We request you to please do this immediately if you lose your band.
,Whom Should I Contact If There Is Any Issue With bob World Wave  Tracker Like Its Display Or Any Issue With Measurement Of Vitals Or Steps?,"bob World Wave comes with a 1-year warranty. In case if you are facing any issues with the smart device, please contact the GOQii Customer Support via GOQii App- Home- Support or reach us on 84199 40404"
,"I'M Facing Issues With bob World Wave , How Do I Replace It?","Please check if the issue is with the Contactless Payment Strap or the bob World Wave .
If you are facing any issue with the smart device, then kindly connect with the GOQii Customer Support via GOQii App- Home- Support or reach us on 84199 40404 for replacement.
If you have any issue pertaining to contactless payment strap, then please connect with Bank of Baroda Customer Support on 1800 5700"
,Who are its target audience?,"Youths, HNIs, Corporate employees and all customer segments who are very health conscious and keep a track of their health status regularly."
,How Do I Activate bob World Wave?,"To Activate your bob World Wave, follow the below steps:

Log in to BOB World Mobile App after successful authentication of 4 digit login PIN.
	Select option Wearables > Manage Wearable>Manage Channel 
	Select Contactless Payments toggle button for enabling/activating contactless payments.
	Click Proceed button. Enter Transaction PIN (mPIN).
Click Okay button."
,What Are The Charges Of bob World Wave ?,"The current charges for bob World Wave  is INR 3499/- inclusive of taxes.
However the price of watch may change based on the market trend, demand and supply"
,What Are Offers On bob World Wave ?,There are welcome benefits and ongoing payment offers on your bob World Wave . These offers are updated on bob World Wave  Mobile page.
,What Should I Do If bob World Wave  Is Lost?,"Please modify your contactless payment limits to ‘0’ or disable contactless limits via Wearables-> Manage Wearables option on BOB World mobile app. If you are sure, it is not traceable, please block your Smart Vital Contactless Payment Strap permanently via option Wearables > Wearable Hot Listing > Block Wearable present in BOB World mobile app or call Bank of Baroda Helpline on 1800 5700 to permanently block the bob World Wave  to prevent misuse."
,Goqii Customer Care Escalation Matrix:,"GOQii CUSTOMER CARE ESCALATION MATRIX: 





ESCALATION MATRIX




  Customer 


Contact 


Contact Info 




Level 1 


Help Desk 


+91 8419940404 (Monday to Saturday - 10am to 7pm) 




Level 2 (after 24 hrs.) 


Supervisor 


vaishali@goqii.com 




Level 3 (after 48 hrs.) 


Assistant Manager 


dipti@goqii.com  




Level 4 (after 72 hrs.) 


Head 


swapna@goqii.com"
,What is the technology platform of World Wave? How it is secure than its competitors?,It’s a debit card Variant for wearable form factor available on Rupay platform.
,Any cash back or customer centric offers given on purchases?,"With bob World wave bank is providing an exclusive 3 month free wellness package along with personal health coach, doctor tele-consultation and interactive video coaching.
5000 cashback points via vendor app on health program enrolment
1000 cashback points on completion of 70000 steps via vendor app"
,Does it have a fraud cover feature for customer safety?,It complies with RBI guidelines of customer protection- Limiting Liability of customers in unauthorised electronic banking transactions.
,"Annual fees of maintenance, if any?",Not to be answered at this point.
,Can customers link their existing bob cards to bob World Wave? If they can link multiple BoB cards to bob Wave?,There is no linkage of cards with bob World wave. It is a wearable form factor of watch enabled for contactless payments.
,How Does the Digital Rupee Work?,"The RBI will create tokens, and issue them to financial entities called Token Service Providers (TSPs), which are the banks selected for the Digital Rupee Pilot Program. The TSP will then distribute the tokens to interested parties/customers. The digital Rupee tokens will work in the same way as bank notes/coins, and you can use them in lieu of cash.
You may store digital Rupees in your bank’s digital wallet CBDC-R app. The digital wallet works in the same way as your cash wallet, except these transactions will be entirely paperless."
,Who can use e₹?,"As part of the Second pilot of the Central Bank Digital Currency – Retail (Digital Rupee - e₹), few banks such as Bank of Baroda have been selected to roll out the e₹ to and can be used by customers and merchants.
	You can transact in e₹ through a convenient and safe digital wallet. This e₹ wallet will be like your physical wallet in digital form, on your android device. Currently it is not available for iOS users.
We will open the application to more customers as and when we receive the intimation from the RBI."
,"How is e₹ different from Cash, UPI, and Cryptocurrency?","Cash vs e₹
e₹ is closest in comparison to cash. When you pay cash, the physical note/coin goes from your wallet to someone else’s. Similarly, a user transfers e₹ from their e₹ Wallet to someone else’s.
UPI vs e₹
Unlike e₹, which is a currency, UPI is only a payment system which allows transfer of money from one bank account to another through an intermediary.
Bitcoin vs e₹
A cryptocurrency is a decentralized asset where transactions between parties are settled by a pool of users. In e₹, the central bank takes responsibility for ensuring the transactions are settled.
Besides, e₹ will enjoy the same stability in value as the rupee while cryptocurrencies can be very volatile."
,How to transact with e₹ on bob World Digital Rupee?,"Once you have enrolled, just download bob World Digital Rupee Wallet app and choose your desired amount of e₹.
You can also select the denominations. Just like physical currency, the e₹ is available in ₹1, ₹2, ₹10, ₹20, ₹50, ₹100 and ₹500 denominations. 
The loading process is simple. Once you have e₹ in your bob World Digital Rupee Wallet, you can use them to purchase goods and services at numerous merchants that are part of the e₹ pilot program. All you have to do is scan and pay."
,What is a central bank digital currency (CBDC)?,"Central Bank Digital Currency (CBDC) also known as “Digital Rupee” or “e₹” is a legal tender, similar to sovereign paper currency, and is issued in digital form by the Reserve Bank of India. e₹ will offer features of physical cash like trust, safety and settlement finality with atomicity (i.e. immediate settlement of transactions) in digital mode. e₹ represents a direct claim on the central bank. It can be used to carry out transactions or store value digitally, similar to the manner in which currency notes can be used in physical form."
,How e₹ is different from UPI or other fund transfer mode (NEFT/RTGS/IMPS)?,"e₹ is a form of money, a digital representation of physical currency, whereas UPI or other fund transfer modes are forms of payment. Therefore, usage of e₹ is not limited to payments. e₹ also serves the purpose of ‘unit of account’ and importantly, ‘store of value’ as it represents a claim on the Reserve Bank’s balance sheet. Moreover, e₹ will have additional attributes specific to currency which will be tested in future pilots."
,Is e₹ same as cryptocurrency such as bitcoin?,"No. e₹ is digital form of currency notes unlike other cryptocurrencies such as bitcoin. e₹ has intrinsic value and is regulated by the RBI. e₹ will always have same value as of physical bank currency notes which is a legal tender issued by the central bank unlike crypto assets such as bitcoin. Cryptos like bitcoin do not exhibit any features of a currency, do not have any intrinsic value, and are neither backed by assets nor issued by a central trusted authority."
,"Will e₹ replace cash, debit cards and credit cards?",No. Reserve Bank of India in its concept note states that e₹ is aimed to complement and create an alternate to physical currency and not replace current forms of money. It is envisaged to provide additional avenue of handling money to users.
,Is e₹ (Digital rupee) accepted worldwide?,"No. In the first pilot, payments can be accepted only by merchants and individuals who are included in the closed user group."
,How to register/sign up for e₹ for the first time users?,"Below are the simple steps to follow to install the app and register for CBDC (e₹). Please note that you will only be able to register on the app if you are selected for the first pilot of e₹.
Bank of Baroda has sent details along with link via SMS on your registered mobile number. An email also is sent to registered email ID with details and link. You can search the email with Subject line “Invitation to participate in the first pilot of Central Bank Digital Currency - Retail (Digital Rupee - e₹)”


Click on the link which you have received via SMS or email to download the e₹ (Digital Rupee) app.
Once the app is downloaded, allow permissions to send SMS and phone call
Read Terms & Conditions and Click on accept to continue.
Click on start registration.
Select the SIM Card with registered mobile number and click on verify SIM. This will allow your device to send a SMS to our system to complete SIM verification. After verification click on continue.
Click on Set App PIN and authenticate with your device password (PIN, Face Unlock or Fingerprint)
Enter your name in the field provided and click on Choose Wallet
Enter your 6–digit PIN in first input field. Confirm your 6-digit PIN in the second input field. Click on the “tick” button to proceed.
Click on Select Wallet. “Bank of Baroda Account” will be selected. Click on continue (This will allow app to fetch existing Bank of Baroda Account linked to the registered mobile number).
List of your Bank of Baroda Account will appear, select the account linked to your Debit Card. You can create one wallet with one bank.
Enter last 6 digits and expiry of your Debit Card. Click on “Next” to continue.
Your Sign up/registration is complete. Now, you can start using e₹ (Digital Rupee app)"
,How can I load money in my e₹ wallet?,"On the home page of the app, click ‘Load’
Enter the amount or select denominations by swiping up for the amount you want to add & click on ‘Load e₹’
You can now add e₹ to your wallet from your Bank of Baroda Savings Account or from different UPI apps also you can use others UPI enabled Bank account to load money.
Make e₹ (Digital Rupee) payments to the registered beneficiary on their mobile number or scan e₹ (Digital Rupee) QR code"
,How do I send payments using e₹?,"On the homepage of the app, click on send.
You can send e₹ (Digital Rupee) via Digital Rupee VPA or Phone number of the beneficiary who has registered for the e₹ (Digital Rupee) or Scan e₹ (Digital Rupee) QR code."
,Why do I see e₹ with different denominations in the app?,e₹ has fixed denominations akin to the existing physical currency denominations.
,Which are the merchants who will accept e₹ (Digital Rupee)?,Click here to see the list of merchants who are part of the current pilot program.
,How to redeem e₹ from wallet and get money back to my linked bank account?,"On the home page of the app, click on Redeem.
Select denominations by swiping up for the amount you want to redeem. Click on ‘Redeem digital Rupee’.
Choose the linked bank account to be credited and follow the onscreen instructions."
,Why I have not received invite to participate in the first pilot of Central Bank Digital Currency?,"As it is the first pilot launched by the Reserve Bank, Bank of Baroda has rolled out invites to few customers only as of now. Invitees would have been received by SMS / Email or WhatsApp from the Bank of Baroda on their registered mobile nos. and email ids."
,What mobile OS platform does e₹ app currently support?,It is currently available for use only on Android devices.
,Is e₹ Secure and Private?,"Yes, e₹ is safe and secure. There is a robust cyber-security framework to ensure that e₹ is kept secure."
,What is a e₹ Wallet?,e₹ is India’ official digital currency that is being issued by the Reserve Bank of India and it can only be held in a e₹ wallet issued by banks. This wallet can be linked to your existing Bank of Baroda account. The wallet is a digital representation of your physical wallet and e₹ can be withdrawn/ deposited from your existing bank account into this wallet.
,How many wallets customer can hold?,Only one e₹ wallet can be held in a particular bank against the registered mobile number.
,Is Savings account mandatory for customers to use e₹ (Digital rupee)?,"During this pilot, Bank of Baroda’s savings account is mandatory for customers and current account is mandatory for merchants to use e₹ (Digital rupee) in the pilot."
,Can a non- Bank of Baroda customer use e₹ (Digital rupee)?,"Non- Bank of Baroda customers cannot use Bank of Baroda e₹ (Digital rupee) app in pilot, as they are not invited by Bank of Baroda for e₹ (Digital rupee) Pilot. However, they may use their own bank Digital rupee wallet to transact with e₹ (Digital rupee), if they are invited for pilot by respective bank."
